,parent,fitness,sigma,sigma_v,covar
168,[1.59057914e-06 1.89165215e-05],3.603647271044086e-10,0.006976469342544393,[-1.24270307e-05  1.64041634e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
169,[1.59057914e-06 1.89165215e-05],3.603647271044086e-10,0.006215666191414263,[-1.4942291e-05  2.0665343e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
170,[1.59057914e-06 1.89165215e-05],3.603647271044086e-10,0.0055378307143825085,[1.37944881e-05 1.29199763e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
171,[1.59057914e-06 1.89165215e-05],3.603647271044086e-10,0.004933915058617463,[-8.89088419e-06 -7.19718827e-06],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
172,[-7.30030505e-06  1.17193332e-05],1.9063722485456652e-10,0.007830395485956362,[-6.12764085e-05  1.81202984e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
173,[-7.30030505e-06  1.17193332e-05],1.9063722485456652e-10,0.006976469342544396,[ 1.64535306e-06 -3.86509056e-06],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
174,[-5.65495199e-06  7.85424266e-06],9.366760971651306e-11,0.011072041856975157,[-4.92476413e-06  2.17122293e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
175,[-5.65495199e-06  7.85424266e-06],9.366760971651306e-11,0.00986460526969429,[-3.86919322e-05  1.73582840e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
176,[-5.65495199e-06  7.85424266e-06],9.366760971651306e-11,0.008788842959943905,[4.22581281e-06 1.37138953e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
177,[-5.65495199e-06  7.85424266e-06],9.366760971651306e-11,0.007830395485956366,[2.69768063e-06 6.56037062e-06],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
178,[-5.65495199e-06  7.85424266e-06],9.366760971651306e-11,0.006976469342544399,[ 2.95159903e-05 -2.43370895e-06],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
179,[-5.65495199e-06  7.85424266e-06],9.366760971651306e-11,0.006215666191414268,[1.42085986e-06 1.30268652e-07],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
180,[-4.23409213e-06  7.98451131e-06],8.16799570136914e-11,0.009864605269694293,[ 1.58599776e-07 -1.14439555e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
181,[-4.07549235e-06  6.84011576e-06],6.33968215380663e-11,0.015655672960896105,[-4.61606829e-06  4.05977590e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
182,[-4.07549235e-06  6.84011576e-06],6.33968215380663e-11,0.013948378807236353,[-1.42669056e-06  1.28619274e-05],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
183,[-4.07549235e-06  6.84011576e-06],6.33968215380663e-11,0.01242726977218513,[1.39106568e-06 7.08442725e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
184,[-4.07549235e-06  6.84011576e-06],6.33968215380663e-11,0.011072041856975166,[-2.16924359e-06 -3.19933610e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
185,[-6.24473594e-06  3.64077966e-06],5.2252003447123336e-11,0.01757194145970403,[3.04782106e-07 9.28794328e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
186,[-6.24473594e-06  3.64077966e-06],5.2252003447123336e-11,0.01565567296089611,[-1.36817513e-06  8.60630267e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
187,[-6.24473594e-06  3.64077966e-06],5.2252003447123336e-11,0.013948378807236358,[1.21327211e-06 6.08276826e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
188,[-6.24473594e-06  3.64077966e-06],5.2252003447123336e-11,0.012427269772185133,[-3.95494593e-06  5.50960693e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
189,[-6.24473594e-06  3.64077966e-06],5.2252003447123336e-11,0.011072041856975169,[1.32767985e-06 6.91221989e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
190,[-6.24473594e-06  3.64077966e-06],5.2252003447123336e-11,0.0098646052696943,[-1.94665565e-06 -1.79152788e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
191,[-6.24473594e-06  3.64077966e-06],5.2252003447123336e-11,0.008788842959943914,[-3.12352368e-06  4.77402099e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
192,[-6.24473594e-06  3.64077966e-06],5.2252003447123336e-11,0.007830395485956373,[ 1.24448505e-08 -3.48791034e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
193,[-6.23229109e-06  1.52869324e-07],3.886482121246372e-11,0.012427269772185136,[9.11743327e-07 9.93813181e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
194,[-6.23229109e-06  1.52869324e-07],3.886482121246372e-11,0.011072041856975173,[ 3.33591795e-06 -3.98588256e-08],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
195,[-2.89637313e-06  1.13010499e-07],8.401748707856882e-12,0.01757194145970404,[2.10759453e-06 6.10080412e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
196,[-2.89637313e-06  1.13010499e-07],8.401748707856882e-12,0.01565567296089612,[ 6.01225928e-06 -8.66542265e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
197,[-2.89637313e-06  1.13010499e-07],8.401748707856882e-12,0.013948378807236365,[ 8.71946659e-07 -1.51160804e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
198,[-2.02442648e-06 -1.39859754e-06],6.054377633664987e-12,0.02213684693615257,[-2.47207239e-06  7.45355157e-06],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
199,[-2.02442648e-06 -1.39859754e-06],6.054377633664987e-12,0.019722762952094255,[-1.29350121e-07 -5.19900155e-08],"[[ 3.23525694e-08 -2.85707216e-08]
 [-2.85707216e-08  2.16300982e-07]]"
200,[-2.02442648e-06 -1.39859754e-06],6.054377633664987e-12,0.017571941459704043,[1.58558734e-07 1.07712563e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
201,[-1.86586774e-06 -1.29088498e-06],5.147846454314489e-12,0.027887640839141577,[-9.22495323e-08 -6.21870756e-08],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
202,[-1.86586774e-06 -1.29088498e-06],5.147846454314489e-12,0.02484641697843926,[-2.56298217e-07  5.27925494e-08],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
203,[-1.86586774e-06 -1.29088498e-06],5.147846454314489e-12,0.022136846936152577,[-7.06056915e-08  1.40797800e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
204,[-1.93647343e-06 -1.15008718e-06],5.072629872712008e-12,0.03513239775366702,[ 2.74005574e-07 -2.26572311e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
205,[-1.66246786e-06 -1.37665949e-06],4.6589907285289275e-12,0.055757054086420337,[4.08247579e-07 1.83410742e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
206,[-1.25422028e-06 -1.19324875e-06],2.9969110814962854e-12,0.08848952189924213,[-6.48900839e-07 -2.53785288e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
207,[-1.25422028e-06 -1.19324875e-06],2.9969110814962854e-12,0.07883949639244492,[1.60823372e-06 1.00344709e-08],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
208,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.12512263168946006,[1.79858204e-06 3.94160351e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
209,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.11147766490281927,[ 2.64440719e-06 -6.65312520e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
210,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.09932071923669503,[ 1.66435217e-07 -6.17598995e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
211,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.08848952189924214,[ 8.30629363e-07 -7.95549319e-08],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
212,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.07883949639244493,[ 8.47258325e-07 -6.74081118e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
213,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.07024183268265088,[3.29809352e-07 1.69154672e-08],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
214,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.06258176782431009,[3.75462007e-07 1.58832067e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
215,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.05575705408642035,[2.64519279e-07 6.45782790e-10],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
216,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.049676594133992516,[4.34249645e-07 7.56842797e-09],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
217,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.04425922504672722,[-5.17880445e-07 -1.16619979e-07],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
218,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.03943263494379602,[6.37035072e-07 8.39513330e-08],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
219,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.035132397753667034,[ 5.21649174e-08 -4.78988703e-08],"[[1.04118790e-10 1.06170399e-11]
 [1.06170399e-11 3.76753159e-11]]"
220,[ 3.54013440e-07 -1.18321428e-06],1.5253215371436034e-12,0.031301113244933176,[-6.67223211e-08  1.37721391e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
221,[ 2.87291119e-07 -1.04549288e-06],1.1755915574090359e-12,0.04967659413399252,[-1.34576345e-07  2.09835099e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
222,[ 1.52714773e-07 -8.35657785e-07],7.216457357578512e-13,0.07883949639244496,[ 1.45804153e-08 -3.44668035e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
223,[ 1.52714773e-07 -8.35657785e-07],7.216457357578512e-13,0.07024183268265091,[-3.90665604e-07  2.69565212e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
224,[-2.37950831e-07 -5.66092573e-07],3.77081399033644e-13,0.11147766490281932,[-4.74156274e-07  7.62861731e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
225,[-2.37950831e-07 -5.66092573e-07],3.77081399033644e-13,0.09932071923669508,[ 2.43265382e-07 -1.53766873e-09],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
226,[ 5.31455097e-09 -5.67630242e-07],3.2223233563941697e-13,0.15762746264036456,[ 2.29622626e-07 -4.40430193e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
227,[ 5.31455097e-09 -5.67630242e-07],3.2223233563941697e-13,0.14043775472462694,[-5.49842606e-07  2.63048850e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
228,[ 5.31455097e-09 -5.67630242e-07],3.2223233563941697e-13,0.12512263168946014,[ 5.09680991e-07 -5.94319172e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
229,[ 5.31455097e-09 -5.67630242e-07],3.2223233563941697e-13,0.11147766490281934,[ 1.53119699e-07 -2.76002295e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
230,[ 5.31455097e-09 -5.67630242e-07],3.2223233563941697e-13,0.0993207192366951,[ 2.07855456e-07 -2.99517380e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
231,[ 5.31455097e-09 -5.67630242e-07],3.2223233563941697e-13,0.0884895218992422,[ 3.53711231e-07 -3.41121889e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
232,[ 5.31455097e-09 -5.67630242e-07],3.2223233563941697e-13,0.07883949639244499,[ 1.72155383e-07 -3.77922411e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
233,[ 5.31455097e-09 -5.67630242e-07],3.2223233563941697e-13,0.07024183268265094,[-8.05018745e-09  3.20963301e-08],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
234,[-2.73563647e-09 -5.35533911e-07],2.8680405405620955e-13,0.11147766490281938,[1.00696367e-07 8.88250532e-08],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
235,[ 9.79607304e-08 -4.46708858e-07],2.0914510878066417e-13,0.176921206317766,[1.00804308e-07 6.20084392e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
236,[1.98765038e-07 1.73375534e-07],6.956661618140128e-14,0.28078371817547726,[-4.77805562e-07  2.29420736e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
237,[1.98765038e-07 1.73375534e-07],6.956661618140128e-14,0.25016348219576495,[-3.87189837e-07  3.89942077e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
238,[1.98765038e-07 1.73375534e-07],6.956661618140128e-14,0.22288246708521756,[-7.92723195e-07  1.27957779e-06],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
239,[1.98765038e-07 1.73375534e-07],6.956661618140128e-14,0.19857652163283673,[8.56857661e-09 1.65549117e-07],"[[ 4.57015481e-12 -3.58652053e-12]
 [-3.58652053e-12  7.63866291e-12]]"
240,[1.98765038e-07 1.73375534e-07],6.956661618140128e-14,0.17692120631776603,[ 7.79390999e-10 -1.16130117e-07],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
241,[1.99544429e-07 5.72454164e-08],4.309501701128195e-14,0.2807837181754773,[ 1.15956388e-07 -9.35093640e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
242,[1.99544429e-07 5.72454164e-08],4.309501701128195e-14,0.250163482195765,[-2.88726378e-07 -4.05567625e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
243,[-8.91819484e-08  1.66886539e-08],8.23193108751698e-15,0.39702325201474836,[1.25104965e-07 2.86188561e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
244,[3.59230165e-08 4.53075100e-08],3.343233574036212e-15,0.6300978114664045,[-2.92836105e-07 -1.10451615e-07],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
245,[3.59230165e-08 4.53075100e-08],3.343233574036212e-15,0.5613839137989342,[1.93075106e-07 4.90700730e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
246,[3.59230165e-08 4.53075100e-08],3.343233574036212e-15,0.5001634554780744,[-1.84817538e-07  7.04914087e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
247,[3.59230165e-08 4.53075100e-08],3.343233574036212e-15,0.44561925635326727,[-9.12189195e-08 -7.19786724e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
248,[3.59230165e-08 4.53075100e-08],3.343233574036212e-15,0.3970232520147484,[-3.35670102e-07  8.93686521e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
249,[3.59230165e-08 4.53075100e-08],3.343233574036212e-15,0.35372677547714937,[ 1.43980537e-07 -8.14342695e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
250,[3.59230165e-08 4.53075100e-08],3.343233574036212e-15,0.31515189867220583,[9.16864286e-08 4.95409355e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
251,[3.59230165e-08 4.53075100e-08],3.343233574036212e-15,0.2807837181754774,[-3.94844644e-08  8.74500940e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
252,[3.59230165e-08 4.53075100e-08],3.343233574036212e-15,0.2501634821957651,[-4.77225084e-08 -9.14802502e-08],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
253,[-1.17994919e-08 -4.61727402e-08],2.2711499489226257e-15,0.39702325201474853,[-5.98706730e-08 -1.17884655e-07],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
254,[-1.17994919e-08 -4.61727402e-08],2.2711499489226257e-15,0.3537267754771494,[-3.78518918e-07 -1.59377777e-07],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
255,[-1.17994919e-08 -4.61727402e-08],2.2711499489226257e-15,0.3151518986722059,[8.21309705e-08 1.01353766e-07],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
256,[-1.17994919e-08 -4.61727402e-08],2.2711499489226257e-15,0.2807837181754775,[-1.95603329e-07 -1.56268084e-07],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
257,[-1.17994919e-08 -4.61727402e-08],2.2711499489226257e-15,0.2501634821957652,[2.78965562e-07 1.83685065e-07],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
258,[-1.17994919e-08 -4.61727402e-08],2.2711499489226257e-15,0.22288246708521775,[8.53539136e-08 1.08557257e-07],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
259,[-1.17994919e-08 -4.61727402e-08],2.2711499489226257e-15,0.1985765216328369,[-1.28866385e-08 -1.20559239e-07],"[[4.72101071e-13 1.66713168e-13]
 [1.66713168e-13 2.14288105e-13]]"
260,[-1.17994919e-08 -4.61727402e-08],2.2711499489226257e-15,0.1769212063177662,[-2.03070186e-08  3.82813154e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
261,[-3.21065105e-08 -7.89142483e-09],1.0931026044466435e-15,0.28078371817547754,[-5.10224142e-08  1.14127264e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
262,[-3.21065105e-08 -7.89142483e-09],1.0931026044466435e-15,0.25016348219576523,[-9.14556569e-09  5.32136346e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
263,[-3.21065105e-08 -7.89142483e-09],1.0931026044466435e-15,0.2228824670852178,[3.55619535e-08 7.98907871e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
264,[-3.21065105e-08 -7.89142483e-09],1.0931026044466435e-15,0.19857652163283696,[-1.46624638e-08  3.71483440e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
265,[-3.21065105e-08 -7.89142483e-09],1.0931026044466435e-15,0.17692120631776626,[1.84391392e-08 1.61424578e-07],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
266,[-3.21065105e-08 -7.89142483e-09],1.0931026044466435e-15,0.15762746264036487,[ 2.82051642e-08 -1.12812814e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
267,[-3.90134637e-09 -1.91727062e-08],3.828131658423756e-16,0.25016348219576534,[1.77540214e-08 3.54672826e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
268,[-3.90134637e-09 -1.91727062e-08],3.828131658423756e-16,0.2228824670852179,[2.55765240e-08 1.46473485e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
269,[-3.90134637e-09 -1.91727062e-08],3.828131658423756e-16,0.19857652163283704,[3.01095623e-09 7.24186782e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
270,[-3.90134637e-09 -1.91727062e-08],3.828131658423756e-16,0.1769212063177663,[-3.71706287e-08 -9.38228165e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
271,[-3.90134637e-09 -1.91727062e-08],3.828131658423756e-16,0.15762746264036492,[-3.51484747e-09 -1.77568002e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
272,[-3.90134637e-09 -1.91727062e-08],3.828131658423756e-16,0.14043775472462725,[2.45999268e-08 1.29246892e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
273,[-3.90134637e-09 -1.91727062e-08],3.828131658423756e-16,0.12512263168946042,[-8.57175410e-09 -1.23237241e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
274,[-3.90134637e-09 -1.91727062e-08],3.828131658423756e-16,0.11147766490281959,[ 1.92982321e-09 -4.88436588e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
275,[-3.90134637e-09 -1.91727062e-08],3.828131658423756e-16,0.09932071923669532,[8.81015894e-09 7.63763641e-09],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
276,[ 4.90881258e-09 -1.15350698e-08],1.5715427561638161e-16,0.15762746264036495,[-8.8869480e-09 -2.4978645e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
277,[ 4.90881258e-09 -1.15350698e-08],1.5715427561638161e-16,0.14043775472462727,[-1.26151418e-08 -1.07679927e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
278,[ 4.90881258e-09 -1.15350698e-08],1.5715427561638161e-16,0.12512263168946045,[-1.07069415e-08 -7.24999069e-08],"[[1.84593367e-14 1.14035161e-14]
 [1.14035161e-14 1.25926020e-13]]"
