,parent,fitness,sigma,sigma_v,covar
373,[ 1.92046735e-11 -1.28439324e-11],5.337860816006985e-22,0.039432634943796285,[ 8.48030038e-13 -1.45517151e-12],"[[6.02334021e-20 2.09158465e-20]
 [2.09158465e-20 9.51095321e-20]]"
374,[ 1.92046735e-11 -1.28439324e-11],5.337860816006985e-22,0.03513239775366727,[ 9.15143635e-12 -2.39707146e-12],"[[6.02334021e-20 2.09158465e-20]
 [2.09158465e-20 9.51095321e-20]]"
375,[ 1.92046735e-11 -1.28439324e-11],5.337860816006985e-22,0.03130111324493339,[ 6.86659541e-12 -6.56554151e-12],"[[6.02334021e-20 2.09158465e-20]
 [2.09158465e-20 9.51095321e-20]]"
376,[ 1.92046735e-11 -1.28439324e-11],5.337860816006985e-22,0.027887640839141786,[1.14883948e-11 4.16970915e-12],"[[6.02334021e-20 2.09158465e-20]
 [2.09158465e-20 9.51095321e-20]]"
377,[ 1.92046735e-11 -1.28439324e-11],5.337860816006985e-22,0.024846416978439444,[-7.08751181e-12  2.34891999e-12],"[[6.02334021e-20 2.09158465e-20]
 [2.09158465e-20 9.51095321e-20]]"
378,[ 1.21171616e-11 -1.04950124e-11],2.569708913904604e-22,0.0394326349437963,[ 7.86364864e-12 -2.86021215e-12],"[[6.02334021e-20 2.09158465e-20]
 [2.09158465e-20 9.51095321e-20]]"
379,[ 1.21171616e-11 -1.04950124e-11],2.569708913904604e-22,0.035132397753667284,[ 3.17193709e-12 -2.00342348e-13],"[[6.02334021e-20 2.09158465e-20]
 [2.09158465e-20 9.51095321e-20]]"
380,[ 1.21171616e-11 -1.04950124e-11],2.569708913904604e-22,0.0313011132449334,[-8.74241269e-13  2.45484175e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
381,[ 1.12429204e-11 -8.04017063e-12],1.910476025129757e-22,0.04967659413399287,[2.64353725e-12 4.84089748e-13],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
382,[ 1.12429204e-11 -8.04017063e-12],1.910476025129757e-22,0.04425922504672753,[-4.64740873e-12 -1.55028386e-13],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
383,[ 6.59551165e-12 -8.19519902e-12],1.1066206088416111e-22,0.0702418326826514,[-1.33531941e-12 -3.78838450e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
384,[ 6.59551165e-12 -8.19519902e-12],1.1066206088416111e-22,0.06258176782431055,[-1.49608367e-12  1.72468171e-13],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
385,[ 5.09942797e-12 -8.02273085e-12],9.036837595347562e-23,0.09932071923669576,[-8.73907490e-12  1.00663106e-11],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
386,[-3.63964692e-12  2.04357978e-12],1.742324802585208e-23,0.15762746264036565,[-9.70349186e-13  4.50133856e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
387,[-3.63964692e-12  2.04357978e-12],1.742324802585208e-23,0.14043775472462788,[ 1.80371072e-11 -6.94802948e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
388,[-3.63964692e-12  2.04357978e-12],1.742324802585208e-23,0.125122631689461,[ 2.86078396e-12 -1.75328797e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
389,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.198576521632838,[-6.21334435e-12  2.24564885e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
390,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.17692120631776717,[ 2.35385531e-11 -8.79478507e-13],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
391,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.15762746264036567,[-1.71431190e-11  3.89876169e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
392,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.1404377547246279,[-1.90698335e-11  1.86779816e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
393,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.12512263168946103,[-1.71790954e-12  7.15940018e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
394,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.11147766490282013,[ 1.07324757e-11 -3.88303779e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
395,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.0993207192366958,[-6.99737411e-13  8.36199810e-13],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
396,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.08848952189924283,[-5.17929870e-13 -3.98831985e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
397,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.07883949639244556,[ 3.21395809e-12 -8.36864894e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
398,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.07024183268265144,[-1.06348066e-14 -1.72787571e-12],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
399,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.06258176782431059,[-2.98078044e-13  3.08780027e-13],"[[ 5.16701888e-21 -1.88064357e-21]
 [-1.88064357e-21  2.53486205e-21]]"
400,[-7.78862965e-13  2.90291804e-13],6.908968491260628e-25,0.055757054086420794,[ 2.04456581e-13 -1.54375835e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
401,[-5.74406384e-13  1.35915969e-13],3.484158447101792e-25,0.08848952189924286,[-1.13118123e-12  2.86302023e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
402,[-5.74406384e-13  1.35915969e-13],3.484158447101792e-25,0.07883949639244558,[-1.35463674e-12  1.05221935e-12],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
403,[-5.74406384e-13  1.35915969e-13],3.484158447101792e-25,0.07024183268265147,[1.31871721e-12 5.18321671e-15],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
404,[-5.74406384e-13  1.35915969e-13],3.484158447101792e-25,0.06258176782431062,[-2.26786313e-13  2.89631113e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
405,[-5.74406384e-13  1.35915969e-13],3.484158447101792e-25,0.055757054086420815,[ 7.24125888e-13 -2.05731768e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
406,[ 1.49719504e-13 -6.98157997e-14],2.729017586580206e-26,0.08848952189924289,[-8.64343614e-13  7.31011036e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
407,[ 1.49719504e-13 -6.98157997e-14],2.729017586580206e-26,0.0788394963924456,[ 8.14365108e-13 -4.64372214e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
408,[ 1.49719504e-13 -6.98157997e-14],2.729017586580206e-26,0.07024183268265148,[-2.51011278e-13 -5.03818249e-14],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
409,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.11147766490282024,[-3.75511330e-13  2.29943884e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
410,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.0993207192366959,[-1.44591092e-12  5.90445670e-14],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
411,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.08848952189924292,[ 9.09968856e-13 -3.62697354e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
412,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.07883949639244563,[4.15953985e-13 4.15933329e-14],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
413,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.07024183268265151,[ 7.98449830e-14 -4.55638546e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
414,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.06258176782431064,[4.45975251e-13 9.57855813e-14],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
415,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.05575705408642084,[ 1.15550114e-13 -6.66017599e-14],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
416,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.04967659413399295,[-3.75452650e-13 -5.91255862e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
417,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.04425922504672761,[-4.13777099e-13  1.42866521e-13],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
418,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.03943263494379637,[ 5.57358831e-13 -9.28090491e-14],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
419,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.035132397753667347,[-5.22268121e-14 -2.26536204e-14],"[[ 1.81717896e-22 -3.84423554e-23]
 [-3.84423554e-23  2.78692833e-23]]"
420,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.031301113244933454,[-1.98491039e-14 -5.61420302e-14],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
421,[-1.01291774e-13 -1.20197625e-13],2.470749239314296e-26,0.02788764083914184,[-5.60340803e-15  4.86820277e-14],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
422,[-1.06895182e-13 -7.15155970e-14],1.6541060489904305e-26,0.044259225046727614,[ 5.97877667e-14 -3.03873308e-14],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
423,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.07024183268265152,[ 2.41864154e-13 -1.53366482e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
424,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.06258176782431066,[-5.99174293e-13  4.62100409e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
425,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.05575705408642086,[-6.95168730e-13  4.67065907e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
426,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.04967659413399297,[-3.63960907e-13  1.37463030e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
427,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.04425922504672762,[-3.52508551e-13  2.23014832e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
428,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.03943263494379638,[ 4.24618653e-13 -2.78714770e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
429,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.03513239775366736,[-2.14932236e-13  8.71096298e-14],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
430,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.03130111324493347,[-1.59228477e-13  1.72250914e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
431,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.027887640839141855,[ 2.47169525e-13 -1.49231645e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
432,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.024846416978439506,[-1.74147994e-13  1.64056372e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
433,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.022136846936152796,[-1.06861505e-13  8.47260038e-14],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
434,[-4.71074150e-14 -1.01902928e-13],1.2603315253301396e-26,0.019722762952094457,[8.98734891e-14 9.22496520e-15],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
435,[ 4.27660741e-14 -9.26779627e-14],1.041814185482396e-26,0.031301113244933475,[ 2.67768358e-13 -1.46416708e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
436,[ 4.27660741e-14 -9.26779627e-14],1.041814185482396e-26,0.027887640839141862,[ 6.73304460e-14 -4.87423193e-14],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
437,[ 4.27660741e-14 -9.26779627e-14],1.041814185482396e-26,0.024846416978439513,[ 3.51111164e-13 -2.66940428e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
438,[ 4.27660741e-14 -9.26779627e-14],1.041814185482396e-26,0.022136846936152803,[-1.09721697e-13  1.26865297e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
439,[-6.69556225e-14  3.41873339e-14],5.651829179265324e-27,0.03513239775366738,[ 1.26337646e-13 -1.03741584e-13],"[[ 5.36189559e-23 -3.81609391e-23]
 [-3.81609391e-23  3.00238334e-23]]"
440,[-6.69556225e-14  3.41873339e-14],5.651829179265324e-27,0.03130111324493349,[-1.46833706e-13  1.63142790e-13],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
441,[-6.69556225e-14  3.41873339e-14],5.651829179265324e-27,0.027887640839141872,[ 5.28168481e-14 -2.74559647e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
442,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.04425922504672766,[ 9.72671244e-14 -1.54759294e-13],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
443,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.03943263494379642,[ 7.62326282e-14 -8.68061635e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
444,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.03513239775366739,[ 1.13016017e-13 -1.47131331e-13],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
445,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.031301113244933496,[-6.85748754e-15 -1.34490652e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
446,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.02788764083914188,[ 7.21989149e-14 -6.48297391e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
447,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.024846416978439527,[-1.09646380e-13  1.37270602e-13],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
448,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.022136846936152813,[-1.83361642e-14 -4.38118844e-15],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
449,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.019722762952094474,[ 4.74181836e-14 -4.29933373e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
450,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.017571941459704237,[-5.36936161e-14  6.62989082e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
451,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.015655672960896296,[ 2.98784449e-14 -3.78906254e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
452,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.013948378807236523,[ 2.01602466e-14 -3.00941309e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
453,[-1.41387744e-14  6.73136920e-15],2.452162717443902e-28,0.01242726977218528,[ 1.41564452e-14 -8.85118330e-15],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
454,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.01972276295209448,[-3.11013101e-14  4.69193475e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
455,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.017571941459704244,[-4.78630041e-14  7.95265705e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
456,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.015655672960896302,[-1.41544620e-14  4.96723839e-15],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
457,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.013948378807236528,[-1.56887315e-14  1.86509543e-15],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
458,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.012427269772185286,[ 1.44283638e-14 -1.81645710e-14],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
459,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.011072041856975304,[ 4.08581755e-15 -5.96455216e-16],"[[ 4.47114946e-24 -5.40659932e-24]
 [-5.40659932e-24  7.23531636e-24]]"
460,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.00986460526969442,[ 1.30153768e-15 -4.64184001e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
461,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.00878884295994402,[-5.64677052e-15  1.58632523e-15],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
462,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.007830395485956468,[ 4.82435826e-16 -5.45024999e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
463,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.00697646934254449,[-2.91495119e-15  1.57003994e-15],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
464,[ 1.76708371e-17 -2.11981410e-15],4.493924065949688e-30,0.006215666191414349,[-1.74663352e-15  9.86197395e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
465,[-1.72896268e-15 -1.13361670e-15],4.274398777703812e-30,0.009864605269694422,[ 4.37159990e-15 -1.61561317e-15],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
466,[-1.72896268e-15 -1.13361670e-15],4.274398777703812e-30,0.008788842959944022,[-1.26734843e-15  8.38586944e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
467,[-1.72896268e-15 -1.13361670e-15],4.274398777703812e-30,0.00783039548595647,[3.93284946e-17 5.45708955e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
468,[-1.68963419e-15 -5.87907748e-16],3.200499201544072e-30,0.012427269772185291,[ 3.23609017e-15 -1.36263499e-15],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
469,[-1.68963419e-15 -5.87907748e-16],3.200499201544072e-30,0.01107204185697531,[-1.47967115e-15  3.88056133e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
470,[-1.68963419e-15 -5.87907748e-16],3.200499201544072e-30,0.009864605269694425,[ 6.42507303e-16 -8.23948643e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
471,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.015655672960896313,[-1.10049571e-14  4.69335511e-15],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
472,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.013948378807236537,[-1.25326085e-15  5.76725573e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
473,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.012427269772185293,[ 4.64850387e-15 -1.66461043e-15],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
474,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.011072041856975311,[ 4.24505826e-15 -2.46875323e-15],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
475,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.009864605269694427,[-2.45037941e-15 -1.84372092e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
476,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.008788842959944027,[ 2.35362551e-15 -1.49358181e-15],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
477,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.007830395485956473,[-1.06255534e-15  4.98299009e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
478,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.006976469342544495,[-1.41919016e-15  5.49930704e-16],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
479,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.006215666191414354,[-3.54668679e-16  2.89452271e-17],"[[ 8.50284980e-26 -3.27796635e-26]
 [-3.27796635e-26  1.63736392e-26]]"
480,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.005537830714382589,[ 9.33121191e-17 -1.82500249e-16],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
481,[-1.04712688e-15 -1.41185639e-15],3.0898131757405696e-30,0.004933915058617535,[2.18720233e-16 1.32462999e-16],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
482,[-8.28406649e-16 -1.27939339e-15],2.3231050279212118e-30,0.007830395485956475,[4.47433220e-16 1.43429849e-16],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
483,[-3.80973430e-16 -1.13596354e-15],1.4355539255452583e-30,0.012427269772185298,[-4.05227668e-16  3.12569033e-16],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
484,[-7.86201098e-16 -8.23394511e-16],1.2960906864185595e-30,0.01972276295209451,[-3.18034725e-16  1.13230918e-15],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
485,[-7.86201098e-16 -8.23394511e-16],1.2960906864185595e-30,0.01757194145970427,[-1.98052797e-17  1.06962046e-15],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
486,[-8.06006378e-16  2.46225945e-16],7.1027349670253445e-31,0.027887640839141938,[-9.69515761e-16  3.68379048e-16],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
487,[-8.06006378e-16  2.46225945e-16],7.1027349670253445e-31,0.02484641697843958,[-4.66352344e-16  1.11822059e-15],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
488,[-8.06006378e-16  2.46225945e-16],7.1027349670253445e-31,0.022136846936152862,[ 2.61850316e-16 -3.77349368e-16],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
489,[-5.44156062e-16 -1.31123423e-16],3.1329917170404516e-31,0.03513239775366747,[-5.97337449e-16 -1.92168777e-15],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
490,[-5.44156062e-16 -1.31123423e-16],3.1329917170404516e-31,0.031301113244933565,[3.49423732e-16 2.19870631e-15],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
491,[-5.44156062e-16 -1.31123423e-16],3.1329917170404516e-31,0.02788764083914194,[ 1.04921863e-15 -9.27753117e-16],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
492,[-5.44156062e-16 -1.31123423e-16],3.1329917170404516e-31,0.024846416978439582,[-2.45086224e-16  5.86646124e-16],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
493,[-5.44156062e-16 -1.31123423e-16],3.1329917170404516e-31,0.022136846936152862,[-1.18127749e-15  4.04639185e-17],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
494,[-5.44156062e-16 -1.31123423e-16],3.1329917170404516e-31,0.019722762952094516,[-1.21134259e-15 -7.86119222e-16],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
495,[-5.44156062e-16 -1.31123423e-16],3.1329917170404516e-31,0.017571941459704272,[ 5.24023488e-17 -1.78796067e-15],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
496,[-5.44156062e-16 -1.31123423e-16],3.1329917170404516e-31,0.015655672960896327,[ 2.69410449e-16 -8.73003916e-16],"[[2.39332592e-27 8.69509778e-28]
 [8.69509778e-28 3.05150245e-27]]"
